OBJECTID,ATTRIBUTE,WETLAND_TYPE,ACRES,GLOBALID,ShapeSTArea,ShapeSTLength
469,PFOC,Freshwater Forested/Shrub Wetland,1.3921567,{104F9804-57EF-4DDD-965C-DAE90AE5E634},5631.122482,329.1950044
470,PSSC,Freshwater Forested/Shrub Wetland,0.36344423,{9FBC30D2-1D50-4AEC-AE88-B4523B7C361F},1469.970367,140.679414
471,PSS1C,Freshwater Forested/Shrub Wetland,2.62032367,{F2538D1D-1336-4A74-B2AE-A4BF420FF3CE},10598.51908,855.0016365
472,PFO/SSC,Freshwater Forested/Shrub Wetland,48.04551266,{ACD0BF92-AE2F-4C01-A5A1-984744CC4BAF},194386.8864,3093.353475
473,PUBGx,Freshwater Pond,0.1172326,{D4103E6B-F24F-4950-AC60-2C24E079D1D7},474.1029968,79.58474106
474,PUBGx,Freshwater Pond,0.49060563,{5B4864AE-AE8F-46B9-BCDF-6AC0AEE41E5D},1984.223991,171.9262683
475,PFO4C,Freshwater Forested/Shrub Wetland,47.60367963,{5B409466-55EA-486F-8655-3138114933FC},192548.3355,3017.546657
476,PFO1/4B,Freshwater Forested/Shrub Wetland,2.25672262,{6F898F20-261B-49AE-A3D5-B376253B8CDA},9125.335434,633.6596543
477,L2EM2G,Lake,0.96830957,{B3657DFA-0401-4B09-9F38-4B28DE6E2EF3},3916.605179,240.3884241
478,PSS1Ch,Freshwater Forested/Shrub Wetland,1.08122723,{F1E91377-D025-4B49-BF70-56DFF1752A37},4373.352264,276.2201936
479,PFO/SSB,Freshwater Forested/Shrub Wetland,2.81257813,{20327023-64BA-4EF7-AF94-9E2AA9CF38CD},11373.60081,400.3805582
480,PEMF,Freshwater Emergent Wetland,0.40909277,{700B8CF6-9F6A-4DC0-93DA-5B2BD2446526},1654.400253,159.3880179
481,L1UBH,Lake,26.30546211,{19DE64D9-39F6-489B-B77C-77FA87D68E84},106378.0138,1372.066633
482,PFO1B,Freshwater Forested/Shrub Wetland,2.83866107,{DFD556CF-C3C1-4B7C-B6FF-84D6E7B4D8DB},11479.29997,408.7689343
483,L1UBH,Lake,66.7676535,{6FF54DB2-C622-4DF6-9A05-E41306520377},270076.4985,2614.18988
484,PUBHx,Freshwater Pond,0.87923801,{C974D33D-676D-4C9F-B218-CDE9A5DA2957},3555.385384,248.4475984
485,PSSC,Freshwater Forested/Shrub Wetland,3.28059529,{9D04D6B8-B437-45F8-B153-1E4B2EAE5EE5},13266.52751,846.7203772
486,PUBGx,Freshwater Pond,0.41605763,{6327587D-B9E8-4464-AC63-D32DC2AA9F9A},1682.538208,163.6950795
487,PFOC,Freshwater Forested/Shrub Wetland,4.02192499,{966DD7A9-68BB-4DE4-A10B-5ADAAAF49074},16274.23334,616.8582687
488,PFO4B,Freshwater Forested/Shrub Wetland,2.04788625,{30373A2A-4F68-40F8-B469-5768D5A62B6A},8283.575531,420.952694
489,PSS1C,Freshwater Forested/Shrub Wetland,1.02898853,{B3CA4B65-74EC-4D6E-A9CF-44FD354A4024},4160.844513,241.461387
490,PFO1Ad,Freshwater Forested/Shrub Wetland,3.61916061,{D1F35529-8A02-48A1-AEAC-975B7E75EE90},14635.09953,736.2494675
491,PFO4B,Freshwater Forested/Shrub Wetland,2.26317439,{7B0C78B7-90B9-4219-B2B3-869B359562B0},9151.472275,509.2113118
492,PSS/EMC,Freshwater Forested/Shrub Wetland,4.88605428,{8F6B291E-6BB7-4582-89A6-8630D3EE2930},19769.97003,646.7973744
493,PEMC,Freshwater Emergent Wetland,0.33285706,{88F92460-67BD-4D78-BB79-E7B3A3105C4B},1346.300194,167.2758899
494,PFOB,Freshwater Forested/Shrub Wetland,73.81161712,{F20F4F2B-D874-4931-B607-C6EFDB344857},298861.7403,6422.835905
495,PFO1C,Freshwater Forested/Shrub Wetland,0.35639078,{AE13BA4A-5AFE-459A-A160-60FFD0636260},1441.286232,143.720251
496,PFO1C,Freshwater Forested/Shrub Wetland,4.15854014,{DC043BDB-9BF4-4B2A-AF8E-1D7B8E1CFCBA},16815.58385,541.5592701
497,PSSB,Freshwater Forested/Shrub Wetland,2.543838,{9AC08226-A651-47A1-95D7-9A448ABDEF4F},10289.09978,494.6479362
498,PSSC,Freshwater Forested/Shrub Wetland,7.11615803,{549B2349-59C6-4D74-98B9-4BF3CC00EAF2},28777.06679,834.9213987
499,PFO1Cd,Freshwater Forested/Shrub Wetland,2.26814892,{7774FE1B-CD52-4900-91A4-1638A9A5BBAE},9174.945442,373.4403551
500,PFOC,Freshwater Forested/Shrub Wetland,209.5717634,{CECCD818-CCCA-4329-A3CC-CB769CED0399},847781.4724,8387.406988
