OBJECTID,ATTRIBUTE,WETLAND_TYPE,ACRES,GLOBALID,ShapeSTArea,ShapeSTLength
269,PSS1C,Freshwater Forested/Shrub Wetland,1.69861343,{1EE0CD2C-44AB-4DF0-97BD-25E414EB08BE},6869.161255,503.4361814
270,PEMC,Freshwater Emergent Wetland,0.09983359,{956C9C26-E9EA-45C8-A354-7394567A4F32},401.832016,71.1461928
271,PFO1/4B,Freshwater Forested/Shrub Wetland,3.79062695,{FFEE77C3-F128-4472-B84A-062F8E23ACDB},15327.8732,520.0572501
272,PSS1C,Freshwater Forested/Shrub Wetland,4.76472154,{F700491E-B737-4663-9244-5F6DEB07A984},19267.2626,636.1620447
273,PEMC,Freshwater Emergent Wetland,0.23247425,{DFBD4659-5556-4E25-BAE9-28E5EC11FAAE},940.0428162,123.4225891
274,PSS3B,Freshwater Forested/Shrub Wetland,0.33667822,{4575B678-2400-440F-9FE9-C8438AD42FAC},1361.62085,153.3893024
275,PFO1C,Freshwater Forested/Shrub Wetland,12.73438948,{34D70BE8-599B-4B15-A88C-1DBC193D84AF},51494.30777,1041.107097
276,PSS/EMC,Freshwater Forested/Shrub Wetland,18.36211885,{1BC16390-2F4E-412C-8C49-C3048B1BEDDC},74273.85263,2206.470824
277,PEMC,Freshwater Emergent Wetland,3.28210115,{7DD17AD4-B998-4CEF-9278-9EF1BF75C1AD},13272.22955,464.8424335
278,PSS3B,Freshwater Forested/Shrub Wetland,0.59201422,{AB12BDD7-1C09-426B-B734-A4D9826FD5A7},2394.143677,182.9628945
279,PEMC,Freshwater Emergent Wetland,37.20695069,{33C6FD23-244E-4796-996F-B3DCADE869AD},150451.1614,3286.188764
280,PEMC,Freshwater Emergent Wetland,0.48048309,{A17B35F9-E607-4853-8176-06F0F136FD86},1942.920013,213.8660382
281,PFO/SSC,Freshwater Forested/Shrub Wetland,131.5609319,{21EC6322-7DED-4B65-87F8-FEAD2778C429},532271.7029,8818.239778
282,PFO1C,Freshwater Forested/Shrub Wetland,6.84806224,{A2A92BBF-C492-4A24-9B2F-18E54491394E},27691.50847,1718.243079
283,PFO1A,Freshwater Forested/Shrub Wetland,6.58396512,{1D42546B-B9CA-429C-8E06-5CB8583B21C1},26623.66144,703.1799472
284,PSS1C,Freshwater Forested/Shrub Wetland,0.34144804,{E35DC47D-B591-41C7-911A-9AB0378BC2D6},1380.687958,143.2952477
285,PSS1C,Freshwater Forested/Shrub Wetland,0.80072876,{E7F8B54A-04B6-483A-BCA2-EEB0193C4CD1},3237.955856,303.130653
286,PUBGx,Freshwater Pond,0.33376451,{3A188519-B976-4217-950D-04D8461F7C65},1349.642487,136.4945975
287,PEMC,Freshwater Emergent Wetland,0.11642985,{06087415-99A3-4C71-9B5E-2FF93D319886},470.8115845,81.72336464
288,PSS1C,Freshwater Forested/Shrub Wetland,0.16019624,{37C5CF63-895D-462B-AC79-F4FE160F78FC},647.7831726,103.1478542
289,PFO/SSB,Freshwater Forested/Shrub Wetland,4.16786184,{1593FD39-AD62-4774-A3A4-5A118BD9994F},16858.29665,785.3453801
290,PEMCd,Freshwater Emergent Wetland,0.3825153,{E0C3FE60-C6DA-4EB4-9A99-BA8227D290E8},1546.852936,159.0068875
291,PEMC,Freshwater Emergent Wetland,5.99840168,{7CB80011-7B5E-47F7-A0D0-8AF57321A1B8},24258.85753,684.3236743
292,PUBGx,Freshwater Pond,0.22356322,{7CD15EB3-DD8A-4CB2-A848-0641EAAECB3E},904.0098724,118.8579015
293,PFO4B,Freshwater Forested/Shrub Wetland,5.24090416,{9E10DF43-25C8-4468-8282-E01F6452FCF1},21193.35201,692.7693425
294,PSS1F,Freshwater Forested/Shrub Wetland,0.41747411,{7577FEFF-6026-4EF4-90E1-4B2D93F68232},1688.341324,155.9005346
295,PEMC,Freshwater Emergent Wetland,0.21481017,{DBE322B9-6617-4ACB-8771-E6F3C0325330},868.9238129,112.3633461
296,PFO1/SS1C,Freshwater Forested/Shrub Wetland,2.89724756,{60BF85FE-8EB8-466D-8674-C47E6444490E},11732.78375,495.2639924
297,PSS3B,Freshwater Forested/Shrub Wetland,3.88151224,{0686A755-C16E-4A02-8875-120A4326A591},15700.50379,675.0967875
298,PFO1Cx,Freshwater Forested/Shrub Wetland,16.15761421,{0EECC325-28EF-4335-A143-AC7930FCB939},65373.11246,1783.977232
299,PUBGx,Freshwater Pond,2.69111878,{3271C8EC-9BBB-45B0-B94F-F4BDE741FD38},10886.9241,608.7656339
300,PFO1C,Freshwater Forested/Shrub Wetland,83.44501768,{0E16D6BD-D7DE-44F2-BE31-DDA2FD4D8C12},337457.3231,7329.058224
301,PEMC,Freshwater Emergent Wetland,0.35070966,{D557021B-3F3E-443E-AB6B-CDE40D290ED5},1418.36438,142.6588572
302,PSS3B,Freshwater Forested/Shrub Wetland,6.20918576,{42264B23-10C6-4F18-AFC5-2717B5C8D154},25109.09671,804.0275952
303,PFOC,Freshwater Forested/Shrub Wetland,2.15055188,{2C18D211-1539-4C08-B82A-1F3D21EF40D7},8696.805695,348.2745764
304,PEMCd,Freshwater Emergent Wetland,4.07762417,{EA408A9F-7E05-4895-A7AD-2903073CE0D7},16492.07368,647.4244129
305,PFO1C,Freshwater Forested/Shrub Wetland,9.60435801,{0E26FADD-55BE-4FF9-8AEA-C28AABD586CD},38838.36465,1108.561599
306,PSS/EMC,Freshwater Forested/Shrub Wetland,10.84995039,{F6BD23F4-5005-48A8-A4BA-BB7D4A2AC07B},43893.73003,1401.492592
307,PEMC,Freshwater Emergent Wetland,0.34327707,{599B4A49-C57F-481B-A9A5-867965DCD455},1388.082306,140.2785197
308,PFO1A,Freshwater Forested/Shrub Wetland,2.62090815,{486B12FC-EFF9-470F-AB62-D09F6D331F2B},10598.02777,539.8676603
309,PEMB,Freshwater Emergent Wetland,0.89765711,{F88F87D0-99D7-44DA-9F22-271EF4FD48DA},3629.868881,268.628209
310,PFO1C,Freshwater Forested/Shrub Wetland,0.21004851,{B397E58C-D3B7-497F-A965-0BE0934AF81D},849.4416733,119.7056724
311,PEMC,Freshwater Emergent Wetland,1.79130866,{8A31CC35-5B45-45A0-AE2A-23B60AC87CB6},7243.897156,387.8157827
312,PUBF,Freshwater Pond,0.32524759,{4FD020CE-334E-4A99-BC4C-B60B23CA7B64},1315.178108,138.2051117
313,PEMAd,Freshwater Emergent Wetland,2.25051616,{A9B30333-65FC-4C5A-BE79-1516CFD8D3FB},9101.52034,485.1835351
314,PFOB,Freshwater Forested/Shrub Wetland,6.41513624,{4C267CA9-3E79-42D9-8650-3BEE014A64E9},25943.9527,815.6392138
315,PUBGx,Freshwater Pond,0.14441427,{418D849B-C479-4DB9-BB67-51D0A1491DB6},584.2265015,101.5475004
316,Pf,Other,0.40038591,{A98B0460-C9E1-4E6F-8299-580280F06B70},1619.343277,169.7640497
317,PUBGx,Freshwater Pond,0.24317923,{C57FD286-42B7-41BB-8760-B07C5BD2840D},983.8428497,123.1663445
318,PUBH,Freshwater Pond,11.13597217,{E48B3397-CA4B-4C22-BF74-AE94F4E7C95F},45056.02304,1204.478138
319,PUBGx,Freshwater Pond,0.58249266,{41281463-2C8D-41A6-ACC3-27E68FD59512},2355.501923,183.4795494
320,PEMF,Freshwater Emergent Wetland,11.13253949,{A09525BF-B053-4BBA-9C60-A3F1489F70F5},45016.66395,1425.817527
321,PEMC,Freshwater Emergent Wetland,5.04443025,{3C652244-F535-4B88-8BE4-B1815A887404},20405.53011,920.5938663
322,PFOC,Freshwater Forested/Shrub Wetland,93.98947056,{6F2918DC-2402-424B-9435-58FF8C3A7FE7},380195.0652,4699.945841
323,PEMA,Freshwater Emergent Wetland,0.65232429,{A321F102-6C81-4A52-A442-65637049517B},2638.113861,222.9839887
324,PUBG,Freshwater Pond,0.84513859,{D300ACFF-409D-4C97-9B6B-C73AA1202FB5},3417.637726,234.4072598
325,PUBF,Freshwater Pond,0.9162682,{5D1A753D-6FB9-48B9-AAA2-397BC54A6302},3705.194412,350.2594509
326,PUBGx,Freshwater Pond,0.61482219,{BD4A9EED-4B04-4DA6-9AE9-4BA2BF331F19},2486.670135,343.5108739
327,PSS1C,Freshwater Forested/Shrub Wetland,0.35518053,{5E232C0A-DAFD-46CD-9045-7940B9B93FBF},1436.242264,156.2136112
328,PSSC,Freshwater Forested/Shrub Wetland,11.06186213,{1C8E705D-5E21-4150-8384-2621C271886B},44747.50134,1237.131053
329,PSS1C,Freshwater Forested/Shrub Wetland,0.62352328,{7C0D7543-CFFD-4180-94A2-F656D7C06133},2521.671486,262.5407604
330,PFO1B,Freshwater Forested/Shrub Wetland,2.41296751,{716A33F8-BDCF-4C06-8D17-45C3225DF3FC},9758.718506,460.6979065
331,PFO4B,Freshwater Forested/Shrub Wetland,21.96597462,{2924A129-2352-4390-B1DE-0DB011E10389},88891.7905,1650.111371
332,PEMC,Freshwater Emergent Wetland,0.61762033,{017455EE-302B-474E-A9E7-0E82DD1603D5},2498.132935,187.1332406
333,PEMC,Freshwater Emergent Wetland,1.34719768,{3BFBCAB4-B371-4F6D-9B34-9415CF969E07},5449.475433,275.4243865
334,PEMC,Freshwater Emergent Wetland,0.15800785,{B9449021-9BE5-4793-AE95-D0E83FD5215A},638.9653397,95.40062949
335,PFO1C,Freshwater Forested/Shrub Wetland,0.52564799,{B8DA1CD9-FF9E-4968-9204-E344CE761189},2126.15593,184.1966494
336,PSS1C,Freshwater Forested/Shrub Wetland,0.34288736,{A4EEE3E2-CB2B-4989-A6DC-160C9878A2CC},1386.504883,143.8694192
337,PUBH,Freshwater Pond,12.53553941,{9796C035-A634-4423-B4C4-D1E2D8D08131},50703.2666,1704.385337
338,PFO1Cx,Freshwater Forested/Shrub Wetland,29.24195044,{44002251-B725-4F79-9E77-BE3E4B4F85CD},118287.5237,2387.097489
339,PUBU,Freshwater Pond,0.10992931,{0B17E5CB-47BA-484C-97DC-5B6294B231AB},444.6386566,79.8871419
340,PFOC,Freshwater Forested/Shrub Wetland,0.30330781,{6B657ED4-E9D5-441C-8F78-E422EDA6758F},1227.911179,129.8156448
341,PFO1A,Freshwater Forested/Shrub Wetland,6.09420792,{7AFC40DD-8D6F-4C79-991D-DA1B7505ADFC},24648.3226,749.3904569
342,PUBHx,Freshwater Pond,0.17080007,{88CE85EF-7377-4A54-992F-E2F0EB25E05D},690.7939301,103.4585264
343,PEMC,Freshwater Emergent Wetland,1.03053485,{CA6B4C72-60B4-455E-8F1E-C3EE71C57211},4167.852966,314.5532944
344,PSS1F,Freshwater Forested/Shrub Wetland,0.44370421,{3FF36C0C-8FA5-4768-A86B-454CC346A098},1794.8769,185.3713399
345,PSS1/3B,Freshwater Forested/Shrub Wetland,155.2862404,{CBD42F88-E16F-43BD-9B1F-E4ED4D3A3F16},627995.3588,9145.843991
346,PEMCd,Freshwater Emergent Wetland,14.23075351,{D5455BED-6CA5-4DD5-BE1A-9EA5987A77FE},57543.9425,1650.139893
347,PUBG,Freshwater Pond,1.93541794,{748046E2-2C65-4368-9E9B-2C75131309FA},7827.009857,374.1278671
348,PFO1C,Freshwater Forested/Shrub Wetland,5.49896781,{DAFD031C-DFAF-46E7-9F95-1B1A726CC3A3},22242.51771,940.5613261
349,PEMC,Freshwater Emergent Wetland,1.56913518,{8311E7BA-21BE-4520-816C-B7205486AAE4},6345.021027,412.8755626
350,PSS1C,Freshwater Forested/Shrub Wetland,1.24687988,{557123F9-BD86-4062-BC0F-3F48BF8E28ED},5045.517761,370.3501767
351,PFO/SSC,Freshwater Forested/Shrub Wetland,44.41959237,{C83ADE95-4C87-4FE2-AFBA-731E0386151A},179722.5512,2750.256117
352,PEMC,Freshwater Emergent Wetland,2.85897334,{F0D9EEFD-A06B-4C3E-AE41-114C1914F92C},11560.65717,635.1046209
353,PSS/EMC,Freshwater Forested/Shrub Wetland,1.51541064,{B8B95E22-4447-4FE2-8540-1FA39F8DD6BE},6130.361786,373.7480954
354,PUBH,Freshwater Pond,0.59029542,{FF8134FD-3301-4C0B-83FA-49E52F856F6C},2386.935928,298.126382
355,PSS1B,Freshwater Forested/Shrub Wetland,8.17426648,{AC92918F-C2BC-49BF-829F-AFD1D12D285B},33065.84959,823.0708785
356,PSSC,Freshwater Forested/Shrub Wetland,6.60480133,{36CF7A74-9E26-46B7-9488-923FFC8C4349},26716.38995,817.3028954
357,PFO/SSB,Freshwater Forested/Shrub Wetland,6.8465886,{216A3400-B77E-48FB-B56B-1BFEB469C968},27689.4079,1146.606381
358,PSSC,Freshwater Forested/Shrub Wetland,2.01040206,{6829AB27-4EA7-479E-8658-81B8FF8553EC},8135.341888,350.705161
359,PFO1Cd,Freshwater Forested/Shrub Wetland,29.45809404,{29B93CA5-E0C3-4EDA-A255-9170F4D77D4F},119118.6916,1966.451542
360,PABG,Freshwater Pond,2.15694534,{913A6FDB-3F9B-42D7-BA78-47436BD7909E},8723.170654,398.0316718
361,PSSC,Freshwater Forested/Shrub Wetland,3.9897985,{19F5DCAB-6FB2-4FB9-BD29-4917FD0CC4F9},16143.22818,558.309019
362,PUBH,Freshwater Pond,1.11002043,{873F13E5-D4D6-4103-973C-C9FC354A58F8},4489.604996,250.8220451
363,PAB4F,Freshwater Pond,3.17460012,{98BEF491-8E5D-4AF1-972E-8BE593AE9DF6},12840.77335,667.393858
364,Pf,Other,1.88445941,{5A78C5CC-E89B-4B3F-A87E-B03151EF62F4},7620.540352,566.935027
365,PEMC,Freshwater Emergent Wetland,0.09986264,{2EE36D1B-811C-41EE-9868-ECCBA86499F3},401.9366684,71.15543484
366,PFO1C,Freshwater Forested/Shrub Wetland,0.47628343,{ECB5F24F-6148-4ADD-849A-8F41EB195AEC},1926.339272,200.8204975
367,PUBF,Freshwater Pond,0.20934445,{F895C0DC-08B2-4DA3-8634-44AAD2FCB857},846.5835876,120.3095198
368,PSSC,Freshwater Forested/Shrub Wetland,1.1245113,{87AA3ABE-FA85-4530-90D3-AE6CD57AB8B0},4549.414856,283.5988254
369,PSS1C,Freshwater Forested/Shrub Wetland,0.23301418,{38F42B43-84FE-44A0-93A3-236E57DB2F2A},942.2240448,121.177774
370,PFOB,Freshwater Forested/Shrub Wetland,3.38490909,{5FF5DB94-7E4F-4CA5-ADE8-F671990D771F},13689.44821,540.1197313
371,PFO1C,Freshwater Forested/Shrub Wetland,32.7891998,{6F617326-ACDC-444C-AC32-0F9A60DA650B},132587.5179,3109.211919
372,PEMC,Freshwater Emergent Wetland,0.57471996,{95C76F0B-8D0C-4400-87F8-6BE6AC2ADF8E},2324.084099,186.5082387
373,PFO1C,Freshwater Forested/Shrub Wetland,11.85748638,{DCB20479-A0B2-4AC7-8EDB-145856384710},47953.94539,1349.873479
374,PFO1A,Freshwater Forested/Shrub Wetland,3.57758255,{73910073-F3C9-4C8E-8F79-DE1D7D93B504},14466.65839,725.6322978
375,PFO4B,Freshwater Forested/Shrub Wetland,2.45138216,{89EAAB43-0986-4358-BAEE-F37456B259DC},9912.690796,491.3208033
376,PSS3B,Freshwater Forested/Shrub Wetland,1.32321129,{EFF03DD7-989D-4945-AB7C-C456B006E842},5351.276489,272.6460698
377,PEMC,Freshwater Emergent Wetland,0.57727234,{D074B1ED-7D07-45CC-8821-247510FC30F5},2334.325485,205.8404699
378,PFOC,Freshwater Forested/Shrub Wetland,14.3475406,{890AE8EF-72DD-4CBB-AFB4-0A03BB2DD51A},58065.83572,1399.617426
379,PFO1C,Freshwater Forested/Shrub Wetland,1.64376216,{347889C6-10D4-49BB-8F60-C0A98720B249},6646.987778,371.665394
380,PEMF,Freshwater Emergent Wetland,0.90414899,{FE179224-3EDE-4D89-8A2A-D33CF536E12D},3656.052277,231.4640099
381,PEMC,Freshwater Emergent Wetland,0.13516748,{AC23D156-D099-4EF9-AB8A-B8A388E6E938},546.6286774,102.0202937
382,PEMC,Freshwater Emergent Wetland,2.2688756,{27EE5EB8-A25A-42B6-ADBD-CE2C84A373CB},9179.969101,472.4745322
383,PFO1C,Freshwater Forested/Shrub Wetland,2.36235477,{8B165741-1333-43E7-A6A0-5B68C3E7F708},9552.620255,531.3623483
384,PFO1A,Freshwater Forested/Shrub Wetland,4.50566182,{71EE7D53-E2FB-45C0-93A2-0215575B39CD},18219.7975,838.5077711
385,PSS1C,Freshwater Forested/Shrub Wetland,1.10709518,{82EFB98C-0A8F-4058-A9B8-FA2D94CC5BFD},4477.967758,261.4095143
386,PEMC,Freshwater Emergent Wetland,0.6413562,{BBBF585E-214E-4792-AA16-DA2BF0D1AD79},2593.407494,217.5447836
387,PSS1C,Freshwater Forested/Shrub Wetland,0.17163801,{EFD93C0C-29DC-4002-9D67-795CB8F54020},694.0398865,105.6966383
388,PEMB,Freshwater Emergent Wetland,22.63941317,{670FB008-467F-457C-A692-5B91F01026B3},91551.26312,1549.176522
389,PEMC,Freshwater Emergent Wetland,6.68410395,{D5C6A2CB-410B-4553-8ECF-4E5FC9ED8710},27040.40906,1065.953873
390,PFO1C,Freshwater Forested/Shrub Wetland,4.69735933,{01CB65B9-8E7A-48D2-ADF6-32AF3465CBD6},18994.69356,575.4104206
391,PSSC,Freshwater Forested/Shrub Wetland,5.1118798,{CFBDBA2C-2D59-4BD1-9A4C-464AFFA95751},20678.45523,896.016859
392,PEMC,Freshwater Emergent Wetland,1.39506207,{9456C713-45D4-4992-A61B-CFF64094B46B},5641.112656,395.0728612
393,PEMB,Freshwater Emergent Wetland,13.28688531,{892B6792-7487-4CE7-B21C-DBA553056322},53768.06885,978.6150271
394,PEMC,Freshwater Emergent Wetland,15.29791887,{6B077D7C-1D48-4117-AECB-F408C228D001},61907.61099,1580.193252
395,PSS1C,Freshwater Forested/Shrub Wetland,3.52504203,{C19F0FD0-87F0-4FB0-AA88-E91A4669B11C},14254.47598,602.7467481
396,PUBGx,Freshwater Pond,1.26679585,{630E2159-5B09-420E-9A96-CFCC37F945FE},5123.069229,762.8825141
397,PSS1C,Freshwater Forested/Shrub Wetland,3.38899827,{76DB81B6-20D7-4B7D-A253-24FBA85867AF},13704.27905,577.19289
398,PEMC,Freshwater Emergent Wetland,0.25222346,{16A38BD7-EDDF-44AA-8D17-C75688CD6E5A},1019.978088,122.6726057
399,PFO4B,Freshwater Forested/Shrub Wetland,5.65580876,{CFF31401-56C4-4374-BD43-9382AE58CB20},22872.84047,1174.636789
400,PFO2Bd,Freshwater Forested/Shrub Wetland,18.93718248,{67BCD5BC-7625-49F9-BF10-4298AFF1AB39},76574.89189,1544.560706
401,PEMC,Freshwater Emergent Wetland,0.17632423,{942147DD-32F5-4B9D-A5A4-19F94A422114},712.9900513,98.2661709
402,PEMF,Freshwater Emergent Wetland,38.22213543,{E90BDFD1-0553-41C3-B940-D9D6DDC176A1},154560.1061,2544.807821
403,PFO1A,Freshwater Forested/Shrub Wetland,5.08063336,{4269C948-DC05-4019-8E13-D3A8B83880DA},20544.49289,576.7868004
404,PUBH,Freshwater Pond,0.34103284,{0F7557DC-8954-475D-99AB-7A482CBA85C6},1379.468979,159.6225398
405,PFO1C,Freshwater Forested/Shrub Wetland,8.23880658,{06A9E281-97D1-4070-8049-0958084AAAEE},33314.7084,847.8134157
406,L2EM2Gh,Lake,2.6666902,{22B96332-AB30-41E2-8DDF-532578FAED4D},10786.01376,531.8659017
407,PEMC,Freshwater Emergent Wetland,0.43627784,{8B53C301-AD19-487B-8121-00115A895729},1764.235229,171.0854691
408,PSS1C,Freshwater Forested/Shrub Wetland,0.19737125,{23B8193E-5A71-4929-94A4-873C664EA4D9},798.196167,118.5914295
409,PEMC,Freshwater Emergent Wetland,0.23273067,{DFC50CF4-379C-4359-B444-BC1F7BE15F98},941.1006165,115.6299198
410,PUBH,Freshwater Pond,3.75046134,{CF64AF80-445C-4BAF-8A00-6D8AD9269AEA},15165.47628,515.5696001
411,PSS1C,Freshwater Forested/Shrub Wetland,0.56393718,{05D9697A-1100-4D9A-BBFD-08C5A2928B33},2280.357285,223.0990567
412,PSSB,Freshwater Forested/Shrub Wetland,13.15515215,{502E9320-953E-45F2-A8FF-6662BBDDEA71},53197.86093,1306.977337
413,PUBG,Freshwater Pond,0.43938564,{51B4913B-D892-4D96-94CB-B108D908A7D7},1776.849983,181.008611
414,PSS1C,Freshwater Forested/Shrub Wetland,0.64219671,{410411CA-72FD-462C-A7EA-3747B1348515},2596.801758,263.1999324
415,PSSB,Freshwater Forested/Shrub Wetland,2.26258595,{05FA3462-3A3E-4FB2-A169-9E42160D2930},9152.187775,352.6227688
416,PFOC,Freshwater Forested/Shrub Wetland,12.5768927,{F7364CF3-05E5-47B9-B836-109F0C85C0ED},50904.19542,1248.72197
417,PFOC,Freshwater Forested/Shrub Wetland,2.87919479,{5807C224-4E16-4717-8A06-0CCE603B6EB0},11644.40186,683.2637233
418,PFO1A,Freshwater Forested/Shrub Wetland,4.48963888,{570F059E-187B-478B-A231-856A577643D2},18159.85327,682.9194324
419,PSSFb,Freshwater Forested/Shrub Wetland,10.47870721,{B0BF74C1-777A-4318-9778-B6528DD903BA},42375.32056,1107.673432
420,PSS1C,Freshwater Forested/Shrub Wetland,13.74750595,{11EEEBFC-EFEC-4EF0-87F3-73FDA710A060},55590.6918,1288.41164
421,PSS1C,Freshwater Forested/Shrub Wetland,27.31479036,{784E651C-08B6-4821-8197-FD19F31337FD},110452.5371,2455.437645
422,PFOB,Freshwater Forested/Shrub Wetland,27.11264266,{A711BF7D-8705-4766-868A-76B0D7427A08},109747.4656,1600.862839
423,PEMC,Freshwater Emergent Wetland,1.11293847,{AADE4973-C7B5-4D84-BD21-685FE55A24E7},4500.79509,400.2930327
424,PSS3/EMB,Freshwater Forested/Shrub Wetland,27.29423061,{3A1EAB1C-AC51-462B-AFDC-1B7B2254340A},110389.0515,2057.029634
425,PFO4B,Freshwater Forested/Shrub Wetland,8.7066424,{362246B2-A28A-4F28-9A03-9EAF1D75930D},35207.11671,1855.928431
426,PEMC,Freshwater Emergent Wetland,0.53448917,{4B28B39B-6E5B-4359-8058-6DCBC63DC946},2161.739426,229.9394614
427,PEMC,Freshwater Emergent Wetland,0.22224433,{A251608E-6C86-41CB-8DA9-FBFE2D3DFC5C},898.7062988,117.6264623
428,PSS/EMC,Freshwater Forested/Shrub Wetland,3.35953481,{7DB1A546-756D-4706-953E-7A35AEEF82EF},13594.33264,464.549369
429,PUBG,Freshwater Pond,0.13883134,{3ACFEB20-A188-4579-AF68-575C2BC130CD},561.3839645,87.96326621
430,PFOC,Freshwater Forested/Shrub Wetland,3.60359496,{D7DF6B2B-96B3-4B68-8056-B06FCC5726CA},14574.8165,537.6835279
431,PUBH,Freshwater Pond,0.37871939,{677D86A1-4A61-4D8D-9D0B-E0153ED93F8B},1531.431847,156.2210872
432,PEMA,Freshwater Emergent Wetland,0.25325378,{7E21601A-AB33-472A-A01B-861A6A0FB4C1},1024.09803,119.7234905
433,PUBF,Freshwater Pond,0.74925872,{A36AC5F0-711D-4C04-829A-E404B5C655AD},3030.107491,242.7121127
434,PUBH,Freshwater Pond,8.44327501,{57674A3E-830A-438A-89F9-2AC4E3D8AB93},34150.88702,781.5981849
435,PSS/EMC,Freshwater Forested/Shrub Wetland,1398.240337,{B7F4295B-55C5-4156-AF32-9966F23916AC},5654014.908,30081.97426
436,PSS3B,Freshwater Forested/Shrub Wetland,1.7025637,{29B17D9C-9002-4B04-8BD2-438E27112ABB},6884.521881,318.478987
437,PSSC,Freshwater Forested/Shrub Wetland,4.13308967,{F0AFFF0A-20DA-48A4-B6C5-7EC2D81CA606},16724.82095,544.0636599
438,PEMC,Freshwater Emergent Wetland,2.06028729,{93C231F6-BCC5-4521-B0EC-AE865400D2C5},8334.902786,438.2808109
439,PEMC,Freshwater Emergent Wetland,4.37341323,{B4610567-DA40-4FD9-BE87-D868DD1C20AB},17685.32341,647.5492384
440,PFO/SSC,Freshwater Forested/Shrub Wetland,12.16470159,{0C64B718-6B5A-417D-941D-5A2EA2104A7B},49221.22227,990.5368457
441,PUBG,Freshwater Pond,0.95112999,{BB5D65C4-433D-4E0B-B2F6-6EA724EFBCFA},3847.98201,292.7464729
442,PFO1C,Freshwater Forested/Shrub Wetland,1.65003949,{B6533BD3-4699-4206-A1A8-5501946920C8},6673.027466,379.8703306
443,PEMC,Freshwater Emergent Wetland,1.63536139,{5268E366-1435-4C95-A34C-EC243F439E74},6614.944519,360.8298553
444,PUBH,Freshwater Pond,1.5437287,{43A76ED1-2E82-4716-8031-C77CB3F9F18C},6244.416534,366.411034
445,PEMAd,Freshwater Emergent Wetland,7.87038053,{B8928378-5AD1-4A99-996D-F3E155FDB84C},31824.94389,1243.54223
446,PEMC,Freshwater Emergent Wetland,0.37183779,{1F97509C-94A6-4B9E-9F96-769584F5B91B},1505.107037,146.2058108
447,PEMC,Freshwater Emergent Wetland,1.4441494,{EE65F25B-FE21-402A-9F2A-93F87AF6F204},5840.080147,337.5690009
448,PFO1C,Freshwater Forested/Shrub Wetland,0.72607091,{83A1F477-636D-4B0D-910D-66AEE2677189},2936.488342,212.3606188
449,PEMC,Freshwater Emergent Wetland,10.76632607,{355E7FF3-760D-4DC9-883E-AF15FC52160D},43535.03207,1334.769466
450,PSSC,Freshwater Forested/Shrub Wetland,0.63689419,{379F0848-3905-4AA7-929A-1B2321AC6A4C},2576.045044,213.5855796
451,PFO1C,Freshwater Forested/Shrub Wetland,3.1935045,{00ED5101-F214-44D6-9C89-0C5FEEEEDA45},12914.85388,630.2401321
452,PFO1C,Freshwater Forested/Shrub Wetland,4.33710707,{CB250CC5-0BB6-4E18-806E-66898FBF62D6},17537.84616,768.2522515
453,PUBGx,Freshwater Pond,0.29055997,{5B91DBD5-5ECE-4BA7-A59E-30A77E0D2F50},1175.182892,138.2013182
454,PFO1B,Freshwater Forested/Shrub Wetland,0.4747567,{76A5FFEA-B39F-4BE1-A53C-7CA86427CF0B},1919.740402,169.0935968
455,PEMC,Freshwater Emergent Wetland,0.59706537,{D201FBFA-FE9D-4694-AC85-3CF56E607775},2415.664307,182.7291291
456,PSS1C,Freshwater Forested/Shrub Wetland,35.71871938,{EE51E621-8E06-41FA-8359-095CB13D8FAF},144437.2557,2664.364163
457,PSSC,Freshwater Forested/Shrub Wetland,0.84199387,{07BDA311-E83F-4937-AF5B-98975F85B21E},3405.938751,285.6732384
458,PSS1C,Freshwater Forested/Shrub Wetland,0.89212708,{22EF5DF3-468D-446A-93F3-13C8F79CE815},3608.174545,252.0063086
459,PEMC,Freshwater Emergent Wetland,1.49693648,{51CDE2A3-5E51-46AF-ACE1-00208EF52A4C},6053.05162,632.1039183
460,PEMF,Freshwater Emergent Wetland,0.85030127,{01FA7C31-13BA-49EE-8055-FF184480FD98},3438.828888,223.5415555
461,PSS1C,Freshwater Forested/Shrub Wetland,2.44619723,{CE663EF0-9B72-4CDD-88E3-2E6FDA721C46},9891.855026,482.6600699
462,PFO1C,Freshwater Forested/Shrub Wetland,172.6636827,{32834EC8-1995-4D1C-AB62-7EABAC7EAB40},698192.8433,10031.04652
463,PUBHx,Freshwater Pond,0.1398141,{2E78C7C9-8134-4E28-8B00-3617F7CDF1E4},565.5079041,91.07592475
464,PFO1A,Freshwater Forested/Shrub Wetland,2.16438497,{108006AD-76D3-45C7-BD11-705445F4CC2E},8751.972092,462.5679678
465,PFOC,Freshwater Forested/Shrub Wetland,2.46889513,{3225C4A4-6C84-462F-8816-4AA44728CF2E},9985.559799,463.3126582
466,PFO1C,Freshwater Forested/Shrub Wetland,1.49251633,{20D6F61A-0E44-4FB9-9DA2-D10FC5B73670},6035.261841,343.2119549
467,PFO1A,Freshwater Forested/Shrub Wetland,14.52254119,{0629AF4D-3EFE-4FC4-B80C-5DCEDA8A6253},58738.72389,1163.406541
468,PSSC,Freshwater Forested/Shrub Wetland,2.73696541,{D398B71B-1DED-4DD0-978D-DFBD60AA5533},11072.1277,597.5301088
